Row ID;Order Priority;Discount;Unit Price;Shipping Cost;Customer ID;Customer Name;Ship Mode;Customer Segment;Product Category;Product Sub-Category;Product Container;Product Name;Product Base Margin;Country;Region;State or Province;City;Postal Code;Order Date;Ship Date;Profit;Quantity ordered new;Sales;Order ID
23655;Not Specified;0.04;2.94;0.7;33;Ricky Hensley;Regular Air;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;Newell 338;0.58;United States;West;Oregon;Gresham;97030;15/06/15;16/06/15;24.312;18;53.1;89201
25933;High;0;99.99;19.99;43;Theodore Moran;Regular Air;Consumer;Technology;Office Machines;Small Box;AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting;0.52;United States;West;Washington;Redmond;98052;10/05/15;11/05/15;25.91382;6;647.07;91454
18551;Not Specified;0;115.99;2.5;52;Lorraine Kelly;Regular Air;Corporate;Technology;Telephones and Communication;Small Box;6160;0.57;United States;West;Washington;Puyallup;98373;10/03/15;10/03/15;162.666;6;627.04;88426
22117;Critical;0.07;3502.14;8.73;53;Sidney Russell Austin;Delivery Truck;Corporate;Technology;Office Machines;Jumbo Box;Okidata Pacemark 4410N Wide Format Dot Matrix Printer;0.57;United States;West;Washington;Redmond;98052;28/01/15;30/01/15;-6923.5992;1;3267.55;88425
18552;Not Specified;0.02;5.98;5.79;53;Sidney Russell Austin;Regular Air;Corporate;Office Supplies;Paper;Small Box;Xerox 1903;0.36;United States;West;Washington;Redmond;98052;10/03/15;11/03/15;-67.49;17;110.19;88426
20697;Medium;0.06;3.8;1.49;56;Randall Montgomery;Regular Air;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;Durable Pressboard Binders;0.38;United States;East;New York;Tonawanda;14150;20/04/15;21/04/15;19.6282;20;73.55;88075
20698;Medium;0.06;1.76;0.7;56;Randall Montgomery;Regular Air;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;Newell 310;0.56;United States;East;New York;Tonawanda;14150;20/04/15;21/04/15;-1.6524;17;29.57;88075
22890;High;0.02;5.98;5.15;62;Pam Gilbert;Regular Air;Corporate;Office Supplies;Paper;Small Box;Xerox 193;0.36;United States;Central;Texas;Round Rock;78664;09/05/15;11/05/15;2.14;3;22.85;87407
25354;High;0.04;29.14;4.86;62;Pam Gilbert;Regular Air;Corporate;Office Supplies;Paper;Wrap Bag;Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate;0.38;United States;Central;Texas;Round Rock;78664;12/06/15;14/06/15;349.4091;17;506.39;87408
21017;Not Specified;0;3.69;0.5;64;Lynn Morrow;Regular Air;Small Business;Office Supplies;Labels;Small Box;Avery 501;0.38;United States;South;Virginia;Salem;24153;02/03/15;04/03/15;-37.5291;1;4;87406
21019;Not Specified;0.02;175.99;4.99;64;Lynn Morrow;Express Air;Small Business;Technology;Telephones and Communication;Small Box;5165;0.59;United States;South;Virginia;Salem;24153;02/03/15;02/03/15;101.49;4;589.8;87406
23274;Low;0.05;155.06;7.07;67;Ellen McCormick;Regular Air;Corporate;Office Supplies;Storage & Organization;Small Box;Dual Level, Single-Width Filing Carts;0.59;United States;West;California;Napa;94559;02/01/15;09/01/15;845.664;8;1225.6;87946
5272;Low;0;291.73;48.8;68;Scott Bunn;Delivery Truck;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs;0.56;United States;East;New York;New York City;10177;02/01/15;02/01/15;-308.928;4;1239.06;37537
5273;Low;0.07;100.98;45;68;Scott Bunn;Delivery Truck;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;Hon Valutask™ Swivel Chairs;0.69;United States;East;New York;New York City;10177;02/01/15;04/01/15;-1679.76;43;4083.19;37537
5274;Low;0.05;155.06;7.07;68;Scott Bunn;Regular Air;Corporate;Office Supplies;Storage & Organization;Small Box;Dual Level, Single-Width Filing Carts;0.59;United States;East;New York;New York City;10177;02/01/15;09/01/15;575.396;32;4902.38;37537
7786;High;0.09;122.99;70.2;68;Scott Bunn;Delivery Truck;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;Global High-Back Leather Tilter, Burgundy;0.74;United States;East;New York;New York City;10177;02/02/15;04/02/15;-2426.55;49;5718.85;55713
25786;High;0.09;122.99;70.2;70;Annette Boone;Delivery Truck;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;Global High-Back Leather Tilter, Burgundy;0.74;United States;East;Vermont;Burlington;5401;02/02/15;04/02/15;-2426.55;12;1400.53;87947
18281;High;0.04;296.18;54.12;83;Edgar Stone;Delivery Truck;Corporate;Furniture;Tables;Jumbo Box;Hon 94000 Series Round Tables;0.76;United States;East;Ohio;Canton;44708;15/03/15;15/03/15;-715.778206;6;1821.89;87365
23639;Not Specified;0;8.09;7.96;84;Helen Stein;Regular Air;Consumer;Furniture;Office Furnishings;Small Box;"6"" Cubicle Wall Clock, Black";0.49;United States;East;Ohio;Cincinnati;45231;02/02/15;03/02/15;-144.56;11;90.98;87364
23880;High;0.08;896.99;19.99;84;Helen Stein;Regular Air;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;GBC DocuBind TL300 Electric Binding System;0.38;United States;East;Ohio;Cincinnati;45231;30/03/15;02/04/15;7402.32;13;10728;87366
24663;Low;0.05;161.55;19.99;87;Norman Shields;Regular Air;Corporate;Office Supplies;Storage & Organization;Small Box;Fellowes Super Stor/Drawer® Files;0.66;United States;West;California;Vacaville;95687;03/06/15;08/06/15;1892.424;19;3127.69;90596
23841;High;0.09;4.91;0.5;87;Norman Shields;Regular Air;Corporate;Office Supplies;Labels;Small Box;Avery 493;0.36;United States;West;California;Vacaville;95687;22/03/15;23/03/15;28.8558;9;41.82;90597
23842;High;0.01;296.18;54.12;87;Norman Shields;Delivery Truck;Corporate;Furniture;Tables;Jumbo Box;Hon 94000 Series Round Tables;0.76;United States;West;California;Vacaville;95687;22/03/15;25/03/15;173.48;9;2875.72;90597
23071;High;0.07;19.84;4.1;91;Wallace Werner;Regular Air;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;Prismacolor Color Pencil Set;0.44;United States;West;California;Vallejo;94591;17/05/15;18/05/15;117.852;9;170.8;87175
26083;Not Specified;0.03;25.98;4.08;2198;Lester Woodward Maynard;Regular Air;Small Business;Office Supplies;Pens & Art Supplies;Small Pack;Boston 1799 Powerhouse™ Electric Pencil Sharpener;0.57;United States;East;New York;Lindenhurst;11757;22/05/15;25/05/15;295.9065;16;428.85;89174
26084;Not Specified;0.1;20.98;53.03;2198;Lester Woodward Maynard;Delivery Truck;Small Business;Office Supplies;Storage & Organization;Jumbo Drum;Tennsco Lockers, Gray;0.78;United States;East;New York;Lindenhurst;11757;22/05/15;22/05/15;-2111.36;16;342.54;89174
20234;Critical;0.17;14.89;13.56;2201;David Hoyle;Regular Air;Small Business;Furniture;Office Furnishings;Large Box;Tensor Computer Mounted Lamp;0.58;United States;Central;Minnesota;Bloomington;55420;25/03/15;27/03/15;-9.13;1;27.96;86054
22259;Low;0.09;160.98;30;2202;Laurie Howe;Delivery Truck;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;0.62;United States;Central;Minnesota;Brooklyn Center;55429;31/01/15;31/01/15;357.428;11;1635.38;86050
22260;Low;0.09;6.3;0.5;2202;Laurie Howe;Regular Air;Home Office;Office Supplies;Labels;Small Box;Avery 51;0.39;United States;Central;Minnesota;Brooklyn Center;55429;31/01/15;31/01/15;40.3512;10;58.48;86050
22261;Low;0;4.98;0.8;2202;Laurie Howe;Regular Air;Home Office;Office Supplies;Paper;Wrap Bag;Rediform S.O.S. Phone Message Books;0.36;United States;Central;Minnesota;Brooklyn Center;55429;31/01/15;07/02/15;27.6345;8;40.05;86050
23919;Low;0.08;145.45;17.85;2203;Eddie Walker;Delivery Truck;Home Office;Technology;Office Machines;Jumbo Drum;Panasonic KX-P1150 Dot Matrix Printer;0.56;United States;Central;Minnesota;Brooklyn Park;55445;04/02/15;04/02/15;751.58;8;1117.66;86051
22595;Critical;0.03;399.98;12.06;2203;Eddie Walker;Delivery Truck;Home Office;Technology;Office Machines;Jumbo Box;Okidata ML320 Series Turbo Dot Matrix Printers;0.56;United States;Central;Minnesota;Brooklyn Park;55445;04/01/15;06/01/15;-663.5142;2;807;86052
23920;Low;0.07;33.94;19.19;2204;Oscar Ford;Delivery Truck;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;Metal Folding Chairs, Beige, 4/Carton;0.58;United States;Central;Minnesota;Burnsville;55337;04/02/15;08/02/15;-157.56;5;169.46;86051
24434;Critical;0.04;296.18;154.12;2204;Oscar Ford;Delivery Truck;Consumer;Furniture;Tables;Jumbo Box;Hon 94000 Series Round Tables;0.76;United States;Central;Minnesota;Burnsville;55337;10/02/15;11/02/15;-87.99804;20;5768.12;86053
18164;High;0.03;28.48;1.99;2206;Bobby Powell;Regular Air;Consumer;Technology;Computer Peripherals;Small Pack;Memorex 4.7GB DVD+RW, 3/Pack;0.4;United States;Central;Iowa;Fort Dodge;50501;05/01/15;06/01/15;-35.2904;2;55.25;86258
18165;High;0.01;205.99;5.99;2206;Bobby Powell;Regular Air;Consumer;Technology;Telephones and Communication;Small Box;3285;0.59;United States;Central;Iowa;Fort Dodge;50501;05/01/15;07/01/15;-74.8836;3;551.22;86258
23317;Low;0.06;6.98;1.6;2209;Sharon Thomas;Regular Air;Home Office;Office Supplies;Paper;Wrap Bag;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”;0.38;United States;South;Georgia;College Park;30337;22/01/15;29/01/15;-98.056;12;83.93;88030
19914;Not Specified;0.08;95.99;35;2211;Anita Hahn;Express Air;Home Office;Office Supplies;Storage & Organization;Large Box;Safco Industrial Wire Shelving;;United States;East;Maryland;Bowie;20715;01/01/15;03/01/15;-425.2084;2;193.88;88028
24756;High;0.09;199.99;24.49;2212;Stacy Chang;Express Air;Home Office;Technology;Copiers and Fax;Large Box;Canon PC-428 Personal Copier;0.46;United States;East;Maryland;Catonsville;21228;19/04/15;21/04/15;631.33;5;990.25;88029
23512;Low;0.07;3.28;3.97;2215;Christopher High;Regular Air;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;Newell 337;0.56;United States;East;Ohio;Massillon;44646;23/06/15;23/06/15;-22.176;4;14.76;90314
23513;Low;0.02;256.99;11.25;2216;Clara Kaplan;Regular Air;Corporate;Technology;Computer Peripherals;Small Box;Hayes Optima 56K V.90 Internal Voice Modem;0.51;United States;East;Ohio;Medina;44256;23/06/15;30/06/15;-214.104;3;808.44;90314
23514;Low;0.01;6.48;5.14;2216;Clara Kaplan;Regular Air;Corporate;Office Supplies;Paper;Small Box;Xerox 23;0.37;United States;East;Ohio;Medina;44256;23/06/15;25/06/15;-26.936;10;67.41;90314
22712;Low;0.09;14.2;5.3;2220;Jennifer Stanton;Regular Air;Consumer;Furniture;Office Furnishings;Wrap Bag;Coloredge Poster Frame;0.46;United States;South;Florida;Winter Garden;34787;28/02/15;01/03/15;-324.73;4;55.08;91036
24113;Critical;0;100.89;42;2225;Sean McKenna;Delivery Truck;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;Office Star Flex Back Scooter Chair with Aluminum Finish Frame;0.61;United States;West;New Mexico;Hobbs;88240;21/02/15;22/02/15;1500.12;15;1608.11;89970
18820;Low;0.01;13.43;5.5;2240;Maurice Kelly;Express Air;Corporate;Office Supplies;Storage & Organization;Small Box;Fellowes Personal Hanging Folder Files, Navy;0.57;United States;South;Florida;Lakeland;33801;06/04/15;13/04/15;-313.0218;7;99.75;89102
24121;Low;0;2.08;5.33;2250;Alvin Hoover;Regular Air;Home Office;Furniture;Office Furnishings;Small Box;Eldon® Wave Desk Accessories;0.43;United States;East;Pennsylvania;State College;16801;13/04/15;20/04/15;-192.5532;22;51.41;86699
25440;Low;0.1;6.3;0.5;2254;Jeff Meadows;Regular Air;Corporate;Office Supplies;Labels;Small Box;Avery 48;0.39;United States;South;Kentucky;Paducah;42003;27/01/15;01/02/15;-464.282;12;68.72;89278
20639;High;0.1;48.91;5.97;2254;Jeff Meadows;Regular Air;Corporate;Office Supplies;Paper;Small Box;Xerox 1917;0.38;United States;South;Kentucky;Paducah;42003;28/04/15;30/04/15;156.7434;14;618.96;89279
20640;High;0.08;5.98;5.46;2254;Jeff Meadows;Regular Air;Corporate;Office Supplies;Paper;Small Box;Xerox 1983;0.36;United States;South;Kentucky;Paducah;42003;28/04/15;28/04/15;110.118;13;77.54;89279
19054;Critical;0.07;60.97;4.5;2256;Lloyd Levin;Express Air;Corporate;Office Supplies;Appliances;Small Box;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;0.56;United States;South;North Carolina;New Bern;28560;02/01/15;04/01/15;-42.588;6;361.72;87963
18652;Medium;0.07;70.98;30;2256;Lloyd Levin;Delivery Truck;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;Novimex Turbo Task Chair;0.73;United States;South;North Carolina;New Bern;28560;24/03/15;26/03/15;-222.95;20;1373.47;87964
21937;High;0.06;6.68;6.93;2257;Bernard Thompson;Regular Air;Corporate;Office Supplies;Paper;Small Box;HP Office Paper (20Lb. and 87 Bright);0.37;United States;South;North Carolina;Raleigh;27604;12/06/15;13/06/15;7.6245;14;91.92;87965
26361;Low;0.01;7.64;1.39;2258;Nicole Pope;Express Air;Corporate;Office Supplies;Envelopes;Small Box;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";0.36;United States;South;North Carolina;Rocky Mount;27801;09/03/15;13/03/15;-1676.612;9;73.29;87962
26362;Low;0.07;400.97;48.26;2258;Nicole Pope;Delivery Truck;Corporate;Technology;Office Machines;Jumbo Box;Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer;0.36;United States;South;North Carolina;Rocky Mount;27801;09/03/15;13/03/15;45.1278;8;2961.32;87962
20187;Critical;0.02;4.98;0.49;2260;Geoffrey H Wong;Regular Air;Corporate;Office Supplies;Labels;Small Box;Avery White Multi-Purpose Labels;0.39;United States;South;Georgia;Rome;30161;15/02/15;16/02/15;-52.864;17;87.11;89601
20188;Critical;0.01;20.99;0.99;2260;Geoffrey H Wong;Regular Air;Corporate;Technology;Telephones and Communication;Small Pack;Accessory15;0.83;United States;South;Georgia;Rome;30161;15/02/15;16/02/15;45.378;9;170.46;89601
19569;High;0.08;4.98;0.49;2260;Geoffrey H Wong;Regular Air;Corporate;Office Supplies;Labels;Small Box;Avery White Multi-Purpose Labels;0.39;United States;South;Georgia;Rome;30161;21/04/15;22/04/15;4949.916;1;4.95;89602
19570;High;0.09;119.99;14;2260;Geoffrey H Wong;Delivery Truck;Corporate;Technology;Office Machines;Jumbo Drum;Epson C82 Color Inkjet Printer;0.36;United States;South;Georgia;Rome;30161;21/04/15;23/04/15;1055.604;4;461.24;89602
18142;Not Specified;0.09;207.48;0.99;2264;Helen Dickerson;Regular Air;Corporate;Office Supplies;Appliances;Small Box;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;0.55;United States;Central;Missouri;Joplin;64804;26/01/15;29/01/15;359.83;3;577.75;86611
19171;Critical;0.1;7.45;6.28;2265;James Davenport;Regular Air;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";0.4;United States;Central;Missouri;Kansas City;64130;29/01/15;01/02/15;-69.874;8;59.4;86612
19172;Critical;0.01;6.48;7.86;2265;James Davenport;Regular Air;Corporate;Office Supplies;Paper;Small Box;Xerox 213;0.37;United States;Central;Missouri;Kansas City;64130;29/01/15;31/01/15;-135.74;10;66.46;86612
25996;Critical;0.02;11.33;6.12;2266;Brandon Beach;Regular Air;Corporate;Office Supplies;Appliances;Medium Box;Holmes Replacement Filter for HEPA Air Cleaner, Medium Room;0.42;United States;Central;Missouri;Kirkwood;63122;26/05/15;28/05/15;-14.52;3;35.35;86610
25997;Critical;0.01;15.67;1.39;2266;Brandon Beach;Regular Air;Corporate;Office Supplies;Envelopes;Small Box;#10 White Business Envelopes,4 1/8 x 9 1/2;0.38;United States;Central;Missouri;Kirkwood;63122;26/05/15;27/05/15;171.2649;16;248.21;86610
19072;Low;0.08;259.71;66.67;2268;Carlos Adkins;Delivery Truck;Small Business;Furniture;Tables;Jumbo Box;"Bevis Round Bullnose 29"" High Table Top";0.61;United States;South;Florida;Land O Lakes;34639;03/06/15;07/06/15;138.222;17;4086.5;89571
23963;Low;0.01;20.48;6.32;2270;Kristine Holden;Regular Air;Small Business;Office Supplies;Appliances;Small Box;Kensington 6 Outlet Guardian Standard Surge Protector;0.58;United States;South;South Carolina;Mauldin;29662;06/02/15;08/02/15;711.2448;18;375.03;89572
23964;Low;0.09;1.86;2.58;2270;Kristine Holden;Regular Air;Small Business;Office Supplies;Rubber Bands;Wrap Bag;Super Bands, 12/Pack;0.82;United States;South;South Carolina;Mauldin;29662;06/02/15;11/02/15;-1084.846963;12;22.11;89572
23965;Low;0.08;205.99;2.5;2270;Kristine Holden;Regular Air;Small Business;Technology;Telephones and Communication;Small Box;V70;0.59;United States;South;South Carolina;Mauldin;29662;06/02/15;11/02/15;-156.772;17;2875.35;89572
19438;High;0.08;15.73;7.42;2272;Brett Ingram;Express Air;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;Acme Galleria® Hot Forged Steel Scissors with Colored Handles;0.56;United States;Central;Texas;Harker Heights;76543;16/03/15;18/03/15;-37.6;5;78.08;90110
23416;Low;0.04;120.98;3.99;2273;Debra Block;Regular Air;Corporate;Office Supplies;Appliances;Small Box;Belkin 325VA UPS Surge Protector, 6';0.6;United States;Central;Texas;Harlingen;78550;05/05/15;05/05/15;1389.5772;17;2013.88;90109
23417;Low;0.02;55.99;5;2273;Debra Block;Regular Air;Corporate;Technology;Telephones and Communication;Small Pack;Accessory36;0.83;United States;Central;Texas;Harlingen;78550;05/05/15;05/05/15;-222.816;4;201.32;90109
23418;Low;0.05;23.99;15.68;2274;Marlene Harrison;Delivery Truck;Corporate;Furniture;Office Furnishings;Jumbo Drum;Westinghouse Floor Lamp with Metal Mesh Shade, Black;0.62;United States;Central;Texas;Houston;77036;05/05/15;09/05/15;-133.71;12;298.51;90109
24552;Not Specified;0.01;195.99;8.99;2276;Dennis Block Richardson;Regular Air;Consumer;Technology;Telephones and Communication;Small Box;T28 WORLD;0.6;United States;East;New York;Niagara Falls;14304;30/06/15;30/06/15;2653.7814;22;3846.06;91502
23572;Low;0.04;4.48;2.5;2279;Lucille McGee;Express Air;Home Office;Office Supplies;Envelopes;Small Box;Ampad #10 Peel & Seel® Holiday Envelopes;0.37;United States;East;Pennsylvania;Greensburg;15601;22/06/15;26/06/15;10.32;7;35.93;85949
19615;Not Specified;0.08;205.99;2.5;2281;Monica Harvey;Regular Air;Home Office;Technology;Telephones and Communication;Small Box;V70;0.59;United States;Central;Wisconsin;Eau Claire;54703;27/01/15;28/01/15;997.38144;10;1610.84;85948
21260;Medium;0.04;5.98;5.79;2282;Jimmy Waters;Regular Air;Home Office;Office Supplies;Paper;Small Box;Xerox 1903;0.36;United States;Central;Wisconsin;Fitchburg;53713;05/02/15;07/02/15;-36.0308;14;86.12;85950
26148;Medium;0.01;11.7;6.96;2283;Nancy Holden;Regular Air;Home Office;Office Supplies;Appliances;Medium Box;Harmony HEPA Quiet Air Purifiers;0.5;United States;Central;Wisconsin;Franklin;53132;24/01/15;26/01/15;-28.954;6;76.87;85947
19460;Medium;0.02;17.7;9.47;2285;Arnold Floyd Blair;Express Air;Corporate;Office Supplies;Storage & Organization;Small Box;Portfile® Personal File Boxes;0.59;United States;South;South Carolina;Rock Hill;29730;13/03/15;15/03/15;-85.022;21;374.6;90148
21529;Medium;0;4.91;0.5;2286;Larry Langston;Regular Air;Corporate;Office Supplies;Labels;Small Box;Avery 493;0.36;United States;South;South Carolina;Spartanburg;29301;04/02/15;06/02/15;99.198;12;61.87;90145
21530;Medium;0.01;7.28;11.15;2286;Larry Langston;Regular Air;Corporate;Office Supplies;Paper;Small Box;Array® Parchment Paper, Assorted Colors;0.37;United States;South;South Carolina;Spartanburg;29301;04/02/15;05/02/15;136.0314;6;48.88;90145
21531;Medium;0.1;6.68;6.93;2286;Larry Langston;Regular Air;Corporate;Office Supplies;Paper;Small Box;HP Office Paper (20Lb. and 87 Bright);0.37;United States;South;South Carolina;Spartanburg;29301;04/02/15;07/02/15;-100.072;3;21.56;90145
25183;Not Specified;0.01;18.97;9.03;2287;Samuel Newman;Regular Air;Corporate;Office Supplies;Paper;Small Box;Computer Printout Paper with Letter-Trim Perforations;0.37;United States;South;South Carolina;Summerville;29483;25/03/15;25/03/15;-12.0267;8;164.67;90146
25184;Not Specified;0.03;12.28;4.86;2287;Samuel Newman;Regular Air;Corporate;Office Supplies;Paper;Small Box;Xerox 1933;0.38;United States;South;South Carolina;Summerville;29483;25/03/15;26/03/15;122.508;6;72.74;90146
25185;Not Specified;0.05;34.99;7.73;2287;Samuel Newman;Express Air;Corporate;Office Supplies;Pens & Art Supplies;Small Box;Hunt Boston® Vacuum Mount KS Pencil Sharpener;0.59;United States;South;South Carolina;Summerville;29483;25/03/15;27/03/15;-12.0267;12;418.75;90146
